"lat","lng"
"36.489450000000005","-118.04931"
"36.501430000000006","-118.05051"
"36.502480000000006","-118.05032000000001"
"36.502480000000006","-118.05032000000001"
"36.489450000000005","-118.04931"
"36.49112","-118.03368"
"37.95042","-119.1131"
"37.80754","-119.54169000000002"
"37.80754","-119.54169000000002"
"37.9108","-119.25789"
"37.95042","-119.1131"
"38.915690000000005","-119.71597000000001"
"38.91098","-119.75613000000001"
"38.91053","-119.77904000000001"
"38.93234","-119.77945000000001"
"38.96777","-119.93578000000001"
"38.96804","-119.93611000000001"
"38.92745","-119.98308000000002"
"38.92945","-119.98525000000001"
"38.9303","-119.98526000000001"
"38.93025","-119.98865"
"38.93057","-119.98866000000001"
"38.93057","-119.98866000000001"
"38.92792","-119.98960000000001"
"38.92728","-119.98856"
"38.924710000000005","-119.98718000000001"
"38.913470000000004","-120.00462"
"38.851130000000005","-120.02230000000002"
"38.850970000000004","-120.02262"
"38.22072","-122.13221000000001"
"38.21479","-122.14122"
"38.14643","-122.21686000000001"
"38.1415","-122.22899000000001"
"38.134130000000006","-122.47648000000001"
"38.233200000000004","-122.61705"
"38.301460000000006","-122.70626000000001"
"38.303990000000006","-122.70788"
"38.29927","-122.71255000000001"
"38.31412","-122.73550000000002"
"38.305200000000006","-122.83937000000002"
"38.32433","-123.03835000000001"
"38.324870000000004","-123.03734000000001"
"38.324870000000004","-123.03734000000001"
"38.32433","-123.03835000000001"
"38.33715","-122.97746000000001"
"38.43312","-122.72103000000001"
"38.43224","-122.71879000000001"
"38.43587","-122.71693"
"41.34664","-124.02917000000001"
"41.348580000000005","-124.02645000000001"
"41.386660000000006","-124.01692000000001"
"41.386660000000006","-124.01692000000001"
"41.46705","-124.03857"
"41.79993","-124.15052000000001"
"41.88154","-124.13673000000001"
"41.85822","-124.11779000000001"
"41.86909","-124.10476000000001"
"41.86909","-124.10476000000001"
"41.85822","-124.11779000000001"
"41.805690000000006","-124.08130000000001"
"42.437090000000005","-123.29571000000001"
"42.42669","-123.04524"
"42.42519","-123.04272000000002"
"42.430400000000006","-123.04137000000001"
"42.43119","-123.04891"
"42.43224","-123.04863000000002"
"42.523810000000005","-122.81400000000001"
"42.921170000000004","-122.42932"
"42.86578","-122.16908000000001"
"42.89537000000001","-122.13453000000001"
"42.896800000000006","-122.09977"
"42.896800000000006","-122.09977"
"42.89537000000001","-122.13453000000001"
"42.91183","-122.14804000000001"
"42.966060000000006","-122.15159000000001"
"43.088370000000005","-122.11666000000001"
"43.08071","-121.82508000000001"
"44.26971","-121.17145000000001"
"44.270590000000006","-121.17319"
"44.272560000000006","-121.17322000000001"
"44.272560000000006","-121.1739"
"44.272560000000006","-121.1739"
"44.272580000000005","-121.16978"
"45.17338","-121.67215000000002"
"45.16693","-121.68608"
"45.17248","-121.73039000000001"
"45.17099","-121.7407"
"45.18278","-121.78727"
"45.20013","-121.76905000000001"
"45.20459","-121.77536"
"45.21934","-121.84362000000002"
"45.21934","-121.84362000000002"
"45.20013","-121.76905000000001"
"45.18278","-121.78727"
"45.17099","-121.7407"
"45.17248","-121.73039000000001"
"45.16693","-121.68608"
"45.17338","-121.67215000000002"
"45.50171","-122.41394000000001"
"45.54074000000001","-122.41825000000001"
"45.5476","-122.54881"
"45.525400000000005","-122.66173"
"45.5221","-122.66575000000002"
"45.506930000000004","-122.67080000000001"
"45.51048","-122.68785000000001"
"45.51165","-122.68852000000001"
"45.55391","-122.89917000000001"
"45.615840000000006","-123.06405000000001"
"45.62116","-123.07796"
"45.682170000000006","-123.19584"
"45.939350000000005","-123.92085000000002"
"45.90747","-123.95281000000001"
"45.900560000000006","-123.95844000000001"
"45.90053","-123.95995"
"45.90135","-123.95997000000001"
"45.901340000000005","-123.96023000000001"
"45.901340000000005","-123.96023000000001"
"45.90135","-123.95997000000001"
"45.90053","-123.95995"
"45.900560000000006","-123.95844000000001"
"45.90353","-123.95515"
"46.18274","-123.86090000000002"
"46.182840000000006","-123.86044000000001"
"46.187670000000004","-123.85270000000001"
"46.241150000000005","-123.87503000000001"
"46.37597","-123.80256000000001"
"46.42887","-123.85651000000001"
"46.68222","-123.73057000000001"
"46.97605","-123.81441000000001"
"46.97064","-123.82496"
"46.979420000000005","-123.88523"
"46.99269","-123.88581"
